shipment_id,drug_code,drug_name,origin_facility,destination_country,region,ship_date,quantity_units,batch_id,cold_chain_required,delivery_status
SHP300217,MRK-1003,Immunext,NJ-Plant-01,Chile,Latin America,2024-07-30,12313,BATCH-33077,True,In Transit
SHP300218,MRK-1003,Immunext,Ireland-Plant-02,Brazil,Latin America,2024-04-18,5415,BATCH-58626,True,Customs Hold
SHP300219,MRK-1007,Pulmocare,NJ-Plant-01,Canada,North America,2024-04-19,28217,BATCH-17498,False,Delayed
SHP300220,MRK-1003,Immunext,Singapore-Plant-03,Japan,APAC,2024-10-22,18077,BATCH-62972,True,In Transit
SHP300221,MRK-1001,Cardiozin,Singapore-Plant-03,India,APAC,2024-04-16,28341,BATCH-11030,False,In Transit
SHP300222,MRK-1003,Immunext,Singapore-Plant-03,Germany,EMEA,2026-07-09,12308,BATCH-64160,True,Delivered
SHP300223,MRK-1002,Oncavera,Ireland-Plant-02,India,APAC,2025-11-25,26551,BATCH-74940,False,Delivered
SHP300224,MRK-1001,Cardiozin,Ireland-Plant-02,Chile,Latin America,2024-01-26,5182,BATCH-70889,False,Delivered
SHP300225,MRK-1004,Glucostat,NJ-Plant-01,Canada,North America,2024-07-17,29706,BATCH-54883,False,Delivered
SHP300226,MRK-1001,Cardiozin,Ireland-Plant-02,India,APAC,2024-08-01,12607,BATCH-70140,False,In Transit
SHP300227,MRK-1005,Neuroplex,NJ-Plant-01,South Korea,APAC,2025-08-14,15171,BATCH-67746,False,In Transit
SHP300228,MRK-1005,Neuroplex,NJ-Plant-01,Argentina,Latin America,2024-09-04,36886,BATCH-80769,False,In Transit
SHP300229,MRK-1001,Cardiozin,NJ-Plant-01,Argentina,Latin America,2024-09-23,4488,BATCH-55848,False,Delayed
SHP300230,MRK-1002,Oncavera,Singapore-Plant-03,UK,EMEA,2024-05-10,30778,BATCH-30709,False,Customs Hold
SHP300231,MRK-1003,Immunext,NJ-Plant-01,USA,North America,2026-07-05,38025,BATCH-60805,True,In Transit
SHP300232,MRK-1006,Vaxishield,Ireland-Plant-02,Canada,North America,2026-03-01,37410,BATCH-17798,True,In Transit
SHP300233,MRK-1007,Pulmocare,Ireland-Plant-02,Argentina,Latin America,2025-02-08,42828,BATCH-32497,False,Customs Hold
SHP300234,MRK-1003,Immunext,Ireland-Plant-02,Australia,APAC,2024-07-29,39042,BATCH-44704,True,Delayed
SHP300235,MRK-1001,Cardiozin,Singapore-Plant-03,Chile,Latin America,2024-01-01,33639,BATCH-66996,False,Delayed
SHP300236,MRK-1001,Cardiozin,Ireland-Plant-02,Chile,Latin America,2025-05-22,24314,BATCH-12844,False,In Transit
SHP300237,MRK-1001,Cardiozin,Singapore-Plant-03,Mexico,North America,2026-01-02,7268,BATCH-32512,False,Delivered
SHP300238,MRK-1003,Immunext,Ireland-Plant-02,Germany,EMEA,2026-07-14,24840,BATCH-41220,True,Delivered
SHP300239,MRK-1005,Neuroplex,NJ-Plant-01,Japan,APAC,2025-08-21,15256,BATCH-30562,False,Delayed
SHP300240,MRK-1004,Glucostat,NJ-Plant-01,UK,EMEA,2024-06-26,929,BATCH-42070,False,Delayed
SHP300241,MRK-1002,Oncavera,Singapore-Plant-03,USA,North America,2026-04-09,25026,BATCH-53435,False,Delayed
SHP300242,MRK-1001,Cardiozin,NJ-Plant-01,Mexico,North America,2026-06-24,48301,BATCH-54255,False,Delayed
SHP300243,MRK-1006,Vaxishield,Singapore-Plant-03,USA,North America,2026-05-25,27030,BATCH-76098,True,Delayed
SHP300244,MRK-1004,Glucostat,Ireland-Plant-02,UK,EMEA,2024-07-16,11130,BATCH-42281,False,Customs Hold
SHP300245,MRK-1003,Immunext,NJ-Plant-01,Brazil,Latin America,2024-01-08,35719,BATCH-55458,True,In Transit
SHP300246,MRK-1002,Oncavera,NJ-Plant-01,France,EMEA,2026-02-09,18209,BATCH-31193,False,Delivered
SHP300247,MRK-1008,Dermalyx,Singapore-Plant-03,South Korea,APAC,2024-11-16,40590,BATCH-90581,False,In Transit
SHP300248,MRK-1001,Cardiozin,Ireland-Plant-02,USA,North America,2024-09-05,33032,BATCH-35963,False,Delivered
SHP300249,MRK-1008,Dermalyx,Ireland-Plant-02,Argentina,Latin America,2025-08-25,24859,BATCH-30978,False,Delivered
SHP300250,MRK-1001,Cardiozin,Singapore-Plant-03,Brazil,Latin America,2025-09-01,18076,BATCH-22177,False,In Transit
SHP300251,MRK-1008,Dermalyx,NJ-Plant-01,Japan,APAC,2025-08-23,9179,BATCH-61842,False,Customs Hold
SHP300252,MRK-1002,Oncavera,NJ-Plant-01,Germany,EMEA,2025-05-08,24904,BATCH-62531,False,In Transit
SHP300253,MRK-1007,Pulmocare,Singapore-Plant-03,South Korea,APAC,2024-11-22,10405,BATCH-76675,False,Customs Hold
SHP300254,MRK-1005,Neuroplex,Singapore-Plant-03,Brazil,Latin America,2026-07-07,9797,BATCH-13329,False,Customs Hold
SHP300255,MRK-1002,Oncavera,Singapore-Plant-03,Brazil,Latin America,2024-01-28,795,BATCH-87737,False,In Transit
SHP300256,MRK-1005,Neuroplex,NJ-Plant-01,India,APAC,2024-10-03,4503,BATCH-31786,False,Delivered
SHP300257,MRK-1002,Oncavera,Ireland-Plant-02,India,APAC,2026-05-30,22249,BATCH-11301,False,Delayed
SHP300258,MRK-1002,Oncavera,NJ-Plant-01,India,APAC,2026-01-07,9647,BATCH-86269,False,Delivered
SHP300259,MRK-1005,Neuroplex,Ireland-Plant-02,Germany,EMEA,2025-06-13,29441,BATCH-87500,False,Customs Hold
SHP300260,MRK-1003,Immunext,Ireland-Plant-02,South Korea,APAC,2025-09-11,8813,BATCH-42941,True,In Transit
SHP300261,MRK-1003,Immunext,Singapore-Plant-03,Mexico,North America,2025-07-12,15983,BATCH-43341,True,Delayed
SHP300262,MRK-1002,Oncavera,Ireland-Plant-02,Germany,EMEA,2024-11-05,36068,BATCH-74571,False,Delivered
SHP300263,MRK-1007,Pulmocare,NJ-Plant-01,Chile,Latin America,2025-01-26,38155,BATCH-37390,False,In Transit
SHP300264,MRK-1003,Immunext,Singapore-Plant-03,Argentina,Latin America,2024-04-07,23959,BATCH-17492,True,In Transit
SHP300265,MRK-1006,Vaxishield,Ireland-Plant-02,Chile,Latin America,2025-07-09,44115,BATCH-66792,True,Delayed
SHP300266,MRK-1001,Cardiozin,Singapore-Plant-03,Australia,APAC,2026-01-22,35056,BATCH-35179,False,In Transit
SHP300267,MRK-1006,Vaxishield,NJ-Plant-01,Chile,Latin America,2026-03-23,31814,BATCH-63022,True,In Transit
SHP300268,MRK-1001,Cardiozin,Singapore-Plant-03,South Korea,APAC,2025-05-08,8713,BATCH-86611,False,In Transit
SHP300269,MRK-1006,Vaxishield,Ireland-Plant-02,India,APAC,2026-06-01,42288,BATCH-58920,True,Delivered
SHP300270,MRK-1007,Pulmocare,Ireland-Plant-02,UK,EMEA,2024-06-25,12530,BATCH-11130,False,Delivered
SHP300271,MRK-1003,Immunext,Ireland-Plant-02,South Korea,APAC,2024-06-21,20152,BATCH-32557,True,Customs Hold
SHP300272,MRK-1004,Glucostat,NJ-Plant-01,India,APAC,2025-10-23,1333,BATCH-32220,False,In Transit
SHP300273,MRK-1004,Glucostat,Singapore-Plant-03,Japan,APAC,2024-10-21,37837,BATCH-32938,False,Delivered
SHP300274,MRK-1001,Cardiozin,Ireland-Plant-02,Argentina,Latin America,2024-06-23,45957,BATCH-15211,False,In Transit
SHP300275,MRK-1007,Pulmocare,NJ-Plant-01,Brazil,Latin America,2024-09-25,22958,BATCH-86115,False,Delayed
SHP300276,MRK-1007,Pulmocare,Ireland-Plant-02,UK,EMEA,2024-03-09,31774,BATCH-94805,False,Delivered
SHP300277,MRK-1001,Cardiozin,NJ-Plant-01,Germany,EMEA,2024-02-21,48821,BATCH-85356,False,In Transit
SHP300278,MRK-1004,Glucostat,NJ-Plant-01,India,APAC,2025-07-05,41079,BATCH-27625,False,In Transit
SHP300279,MRK-1005,Neuroplex,NJ-Plant-01,Brazil,Latin America,2024-03-29,39289,BATCH-60111,False,Delivered
SHP300280,MRK-1001,Cardiozin,Ireland-Plant-02,Brazil,Latin America,2025-06-25,9908,BATCH-73681,False,Delivered
SHP300281,MRK-1006,Vaxishield,Singapore-Plant-03,Argentina,Latin America,2025-02-13,7767,BATCH-64786,True,Delivered
SHP300282,MRK-1008,Dermalyx,NJ-Plant-01,Brazil,Latin America,2025-02-04,18940,BATCH-78907,False,Delayed
SHP300283,MRK-1001,Cardiozin,Ireland-Plant-02,Mexico,North America,2024-11-29,15459,BATCH-32736,False,In Transit
SHP300284,MRK-1005,Neuroplex,Singapore-Plant-03,Brazil,Latin America,2025-03-31,28392,BATCH-29216,False,In Transit
SHP300285,MRK-1002,Oncavera,NJ-Plant-01,UK,EMEA,2026-03-16,27393,BATCH-11629,False,Delayed
SHP300286,MRK-1005,Neuroplex,NJ-Plant-01,Canada,North America,2024-11-02,9492,BATCH-22994,False,Customs Hold
SHP300287,MRK-1006,Vaxishield,NJ-Plant-01,Australia,APAC,2024-04-29,49577,BATCH-70262,True,In Transit
SHP300288,MRK-1008,Dermalyx,Singapore-Plant-03,Chile,Latin America,2026-07-05,25951,BATCH-57449,False,Customs Hold
SHP300289,MRK-1007,Pulmocare,NJ-Plant-01,Canada,North America,2026-05-29,45886,BATCH-42900,False,Delayed
SHP300290,MRK-1003,Immunext,NJ-Plant-01,Canada,North America,2026-06-20,28586,BATCH-72047,True,Delayed
SHP300291,MRK-1006,Vaxishield,NJ-Plant-01,Mexico,North America,2025-07-17,29426,BATCH-21343,True,Customs Hold
SHP300292,MRK-1004,Glucostat,NJ-Plant-01,France,EMEA,2025-12-15,12476,BATCH-32111,False,Delayed
SHP300293,MRK-1004,Glucostat,NJ-Plant-01,Argentina,Latin America,2024-09-30,18019,BATCH-75039,False,In Transit
SHP300294,MRK-1004,Glucostat,NJ-Plant-01,Australia,APAC,2025-03-14,22470,BATCH-75664,False,Customs Hold
SHP300295,MRK-1005,Neuroplex,NJ-Plant-01,Chile,Latin America,2026-02-18,1206,BATCH-57046,False,Delayed
SHP300296,MRK-1006,Vaxishield,Ireland-Plant-02,South Africa,EMEA,2026-05-12,9466,BATCH-83323,True,Delivered
SHP300297,MRK-1005,Neuroplex,Ireland-Plant-02,Brazil,Latin America,2024-07-21,34298,BATCH-44894,False,Delivered
SHP300298,MRK-1001,Cardiozin,Singapore-Plant-03,Mexico,North America,2024-12-13,15385,BATCH-54199,False,Delayed
SHP300299,MRK-1008,Dermalyx,Singapore-Plant-03,India,APAC,2024-04-03,26112,BATCH-46507,False,In Transit
SHP300300,MRK-1006,Vaxishield,Ireland-Plant-02,USA,North America,2025-08-18,14942,BATCH-79944,True,Delivered
SHP300301,MRK-1005,Neuroplex,Singapore-Plant-03,Brazil,Latin America,2024-11-08,32529,BATCH-93242,False,Customs Hold
SHP300302,MRK-1002,Oncavera,Singapore-Plant-03,India,APAC,2025-04-11,33608,BATCH-44330,False,Delayed
SHP300303,MRK-1004,Glucostat,Ireland-Plant-02,Brazil,Latin America,2025-02-09,48193,BATCH-20794,False,Customs Hold
SHP300304,MRK-1006,Vaxishield,Ireland-Plant-02,Argentina,Latin America,2026-07-06,27638,BATCH-27219,True,Customs Hold
SHP300305,MRK-1004,Glucostat,Ireland-Plant-02,Chile,Latin America,2026-04-08,4900,BATCH-96392,False,Delayed
SHP300306,MRK-1002,Oncavera,Ireland-Plant-02,Japan,APAC,2024-03-02,10274,BATCH-72308,False,In Transit
SHP300307,MRK-1002,Oncavera,NJ-Plant-01,Mexico,North America,2024-11-11,22423,BATCH-69562,False,Customs Hold
SHP300308,MRK-1001,Cardiozin,Ireland-Plant-02,India,APAC,2025-01-07,27494,BATCH-14360,False,Delayed
SHP300309,MRK-1001,Cardiozin,Ireland-Plant-02,UK,EMEA,2025-03-30,17998,BATCH-87612,False,In Transit
SHP300310,MRK-1004,Glucostat,Ireland-Plant-02,Canada,North America,2025-05-09,42745,BATCH-97277,False,In Transit
SHP300311,MRK-1001,Cardiozin,Singapore-Plant-03,Argentina,Latin America,2025-12-18,8380,BATCH-27778,False,In Transit
SHP300312,MRK-1003,Immunext,Singapore-Plant-03,Argentina,Latin America,2026-06-28,31654,BATCH-94197,True,Delayed
SHP300313,MRK-1002,Oncavera,Singapore-Plant-03,Mexico,North America,2025-04-07,33797,BATCH-76462,False,Customs Hold
SHP300314,MRK-1006,Vaxishield,NJ-Plant-01,France,EMEA,2025-11-23,39677,BATCH-60752,True,Customs Hold
SHP300315,MRK-1004,Glucostat,NJ-Plant-01,Brazil,Latin America,2024-11-07,45047,BATCH-77506,False,Customs Hold
SHP300316,MRK-1007,Pulmocare,Singapore-Plant-03,Mexico,North America,2026-05-14,21138,BATCH-52290,False,Delivered
SHP300317,MRK-1005,Neuroplex,Singapore-Plant-03,UK,EMEA,2026-04-28,8229,BATCH-69691,False,Delivered
SHP300318,MRK-1005,Neuroplex,Singapore-Plant-03,Chile,Latin America,2026-02-22,5595,BATCH-62621,False,Customs Hold
SHP300319,MRK-1001,Cardiozin,NJ-Plant-01,Argentina,Latin America,2024-07-29,12743,BATCH-19139,False,Customs Hold
SHP300320,MRK-1003,Immunext,Singapore-Plant-03,Canada,North America,2024-07-15,38525,BATCH-33240,True,Delivered
SHP300321,MRK-1003,Immunext,Ireland-Plant-02,Brazil,Latin America,2025-07-29,10587,BATCH-52317,True,In Transit
SHP300322,MRK-1004,Glucostat,NJ-Plant-01,Brazil,Latin America,2025-04-13,48835,BATCH-79978,False,Customs Hold
SHP300323,MRK-1005,Neuroplex,Ireland-Plant-02,India,APAC,2025-02-18,38990,BATCH-30674,False,Delivered
SHP300324,MRK-1004,Glucostat,Ireland-Plant-02,Germany,EMEA,2025-11-21,16058,BATCH-49647,False,Delivered
SHP300325,MRK-1002,Oncavera,Singapore-Plant-03,Australia,APAC,2026-03-04,37565,BATCH-64859,False,Customs Hold
SHP300326,MRK-1001,Cardiozin,Singapore-Plant-03,Chile,Latin America,2024-07-02,4662,BATCH-54561,False,Customs Hold
SHP300327,MRK-1004,Glucostat,Singapore-Plant-03,Canada,North America,2024-09-21,40297,BATCH-31286,False,Delayed
SHP300328,MRK-1004,Glucostat,Singapore-Plant-03,India,APAC,2026-04-11,4058,BATCH-29228,False,Delivered
SHP300329,MRK-1008,Dermalyx,NJ-Plant-01,Canada,North America,2025-04-27,33398,BATCH-60641,False,Customs Hold
SHP300330,MRK-1005,Neuroplex,Singapore-Plant-03,Germany,EMEA,2024-12-17,42783,BATCH-86008,False,Delivered
SHP300331,MRK-1002,Oncavera,Singapore-Plant-03,Chile,Latin America,2026-05-21,17054,BATCH-96267,False,In Transit
SHP300332,MRK-1002,Oncavera,NJ-Plant-01,Japan,APAC,2024-07-23,29910,BATCH-24999,False,Customs Hold
SHP300333,MRK-1001,Cardiozin,NJ-Plant-01,South Africa,EMEA,2025-10-07,20052,BATCH-68493,False,Delivered
SHP300334,MRK-1004,Glucostat,NJ-Plant-01,Mexico,North America,2025-10-06,35851,BATCH-77840,False,Delivered
SHP300335,MRK-1008,Dermalyx,NJ-Plant-01,South Africa,EMEA,2024-06-02,35148,BATCH-88726,False,Customs Hold
SHP300336,MRK-1003,Immunext,Ireland-Plant-02,Australia,APAC,2026-05-12,35009,BATCH-13957,True,Delivered
SHP300337,MRK-1008,Dermalyx,Singapore-Plant-03,France,EMEA,2025-08-01,12548,BATCH-94783,False,Customs Hold
SHP300338,MRK-1005,Neuroplex,NJ-Plant-01,USA,North America,2025-03-05,35878,BATCH-65441,False,Delivered
SHP300339,MRK-1007,Pulmocare,Ireland-Plant-02,USA,North America,2026-03-30,31449,BATCH-61368,False,In Transit
SHP300340,MRK-1001,Cardiozin,NJ-Plant-01,Mexico,North America,2024-05-16,1597,BATCH-91906,False,Delivered
SHP300341,MRK-1008,Dermalyx,Ireland-Plant-02,Mexico,North America,2026-02-14,11983,BATCH-35509,False,Delayed
SHP300342,MRK-1005,Neuroplex,Ireland-Plant-02,India,APAC,2024-11-29,39484,BATCH-92603,False,In Transit
SHP300343,MRK-1005,Neuroplex,NJ-Plant-01,South Korea,APAC,2026-07-10,884,BATCH-33415,False,Delivered
SHP300344,MRK-1005,Neuroplex,Ireland-Plant-02,France,EMEA,2024-06-15,43598,BATCH-38173,False,Customs Hold
SHP300345,MRK-1001,Cardiozin,Ireland-Plant-02,USA,North America,2024-08-16,30550,BATCH-42590,False,Delivered
SHP300346,MRK-1003,Immunext,NJ-Plant-01,South Korea,APAC,2025-02-18,46651,BATCH-42758,True,Customs Hold
SHP300347,MRK-1008,Dermalyx,Ireland-Plant-02,USA,North America,2026-07-29,49928,BATCH-41756,False,Customs Hold
SHP300348,MRK-1006,Vaxishield,Ireland-Plant-02,France,EMEA,2024-02-13,23564,BATCH-39138,True,Customs Hold
SHP300349,MRK-1005,Neuroplex,Ireland-Plant-02,Mexico,North America,2025-06-29,29310,BATCH-46488,False,Delivered
SHP300350,MRK-1004,Glucostat,Singapore-Plant-03,Chile,Latin America,2024-10-05,33924,BATCH-29250,False,Delivered
SHP300351,MRK-1006,Vaxishield,Ireland-Plant-02,Argentina,Latin America,2024-09-11,34432,BATCH-46234,True,Customs Hold
SHP300352,MRK-1007,Pulmocare,Ireland-Plant-02,UK,EMEA,2024-05-10,15627,BATCH-15038,False,Customs Hold
SHP300353,MRK-1007,Pulmocare,Singapore-Plant-03,Chile,Latin America,2026-03-05,41455,BATCH-63444,False,Delayed
SHP300354,MRK-1002,Oncavera,Singapore-Plant-03,France,EMEA,2025-08-18,20843,BATCH-73517,False,In Transit
SHP300355,MRK-1003,Immunext,Singapore-Plant-03,Canada,North America,2024-07-09,40138,BATCH-60718,True,In Transit
SHP300356,MRK-1003,Immunext,NJ-Plant-01,Chile,Latin America,2025-09-26,8941,BATCH-60309,True,Customs Hold
SHP300357,MRK-1007,Pulmocare,Ireland-Plant-02,Canada,North America,2025-08-05,38734,BATCH-33189,False,In Transit
SHP300358,MRK-1006,Vaxishield,Singapore-Plant-03,Chile,Latin America,2025-08-27,39875,BATCH-30227,True,In Transit
SHP300359,MRK-1004,Glucostat,Singapore-Plant-03,South Korea,APAC,2026-06-04,26702,BATCH-77471,False,Customs Hold
SHP300360,MRK-1008,Dermalyx,Ireland-Plant-02,Chile,Latin America,2024-07-10,24890,BATCH-11619,False,Delayed
SHP300361,MRK-1002,Oncavera,NJ-Plant-01,France,EMEA,2025-06-21,11815,BATCH-78584,False,Delayed
SHP300362,MRK-1004,Glucostat,Singapore-Plant-03,Canada,North America,2024-07-23,40026,BATCH-34851,False,Delivered
SHP300363,MRK-1003,Immunext,NJ-Plant-01,South Africa,EMEA,2024-01-11,2422,BATCH-18716,True,Delayed
SHP300364,MRK-1005,Neuroplex,Ireland-Plant-02,Mexico,North America,2025-11-05,46270,BATCH-62284,False,In Transit
SHP300365,MRK-1002,Oncavera,Ireland-Plant-02,India,APAC,2026-05-23,2712,BATCH-83927,False,Delivered
SHP300366,MRK-1004,Glucostat,Singapore-Plant-03,Japan,APAC,2024-01-18,13877,BATCH-85354,False,Customs Hold
SHP300367,MRK-1006,Vaxishield,Singapore-Plant-03,South Africa,EMEA,2024-05-15,2673,BATCH-90333,True,Customs Hold
SHP300368,MRK-1006,Vaxishield,Singapore-Plant-03,Argentina,Latin America,2024-06-12,49146,BATCH-27751,True,Delayed
SHP300369,MRK-1001,Cardiozin,NJ-Plant-01,India,APAC,2024-02-26,34486,BATCH-40609,False,Delayed
SHP300370,MRK-1004,Glucostat,Ireland-Plant-02,Mexico,North America,2025-05-11,28459,BATCH-89774,False,Delivered
SHP300371,MRK-1005,Neuroplex,Singapore-Plant-03,Brazil,Latin America,2026-07-26,37749,BATCH-14450,False,Delayed
SHP300372,MRK-1007,Pulmocare,Singapore-Plant-03,Germany,EMEA,2024-03-28,31554,BATCH-57775,False,In Transit
SHP300373,MRK-1001,Cardiozin,NJ-Plant-01,Chile,Latin America,2025-02-22,27306,BATCH-78969,False,Customs Hold
SHP300374,MRK-1006,Vaxishield,Singapore-Plant-03,Brazil,Latin America,2026-02-14,43205,BATCH-94142,True,Delayed
SHP300375,MRK-1001,Cardiozin,Ireland-Plant-02,India,APAC,2026-03-25,20642,BATCH-43767,False,Delivered
SHP300376,MRK-1003,Immunext,NJ-Plant-01,India,APAC,2024-03-15,43534,BATCH-73197,True,Delayed
SHP300377,MRK-1007,Pulmocare,Ireland-Plant-02,USA,North America,2024-02-23,33019,BATCH-74994,False,In Transit
SHP300378,MRK-1003,Immunext,NJ-Plant-01,Canada,North America,2024-12-24,4570,BATCH-64924,True,Delivered
SHP300379,MRK-1003,Immunext,Singapore-Plant-03,USA,North America,2025-12-12,22357,BATCH-86523,True,Delivered
SHP300380,MRK-1004,Glucostat,NJ-Plant-01,Brazil,Latin America,2024-08-03,30621,BATCH-34887,False,Delayed
SHP300381,MRK-1003,Immunext,Ireland-Plant-02,Australia,APAC,2024-10-08,29896,BATCH-82083,True,Delivered
SHP300382,MRK-1005,Neuroplex,Singapore-Plant-03,Argentina,Latin America,2024-01-27,29593,BATCH-80063,False,Customs Hold
SHP300383,MRK-1003,Immunext,Singapore-Plant-03,France,EMEA,2024-03-08,836,BATCH-71660,True,Customs Hold
SHP300384,MRK-1006,Vaxishield,Singapore-Plant-03,Mexico,North America,2024-03-14,31381,BATCH-14471,True,Delayed
SHP300385,MRK-1002,Oncavera,NJ-Plant-01,Chile,Latin America,2024-09-01,43584,BATCH-80544,False,Delayed
SHP300386,MRK-1002,Oncavera,Ireland-Plant-02,Australia,APAC,2025-01-27,13121,BATCH-14854,False,Delivered
SHP300387,MRK-1006,Vaxishield,Singapore-Plant-03,Canada,North America,2024-12-20,36191,BATCH-20361,True,Delivered
SHP300388,MRK-1006,Vaxishield,Singapore-Plant-03,Argentina,Latin America,2024-10-04,47575,BATCH-61432,True,Delayed
SHP300389,MRK-1004,Glucostat,Ireland-Plant-02,Canada,North America,2024-02-18,42876,BATCH-71970,False,Delivered
SHP300390,MRK-1001,Cardiozin,NJ-Plant-01,Japan,APAC,2025-08-24,16610,BATCH-50826,False,Delayed
SHP300391,MRK-1005,Neuroplex,NJ-Plant-01,Mexico,North America,2024-10-09,1704,BATCH-89194,False,In Transit
SHP300392,MRK-1003,Immunext,NJ-Plant-01,Mexico,North America,2024-01-25,45128,BATCH-87144,True,Customs Hold
SHP300393,MRK-1007,Pulmocare,Ireland-Plant-02,Germany,EMEA,2024-09-01,34168,BATCH-81301,False,Customs Hold
SHP300394,MRK-1005,Neuroplex,Singapore-Plant-03,Mexico,North America,2025-03-31,35507,BATCH-11631,False,In Transit
SHP300395,MRK-1007,Pulmocare,Ireland-Plant-02,India,APAC,2025-09-14,46231,BATCH-21867,False,Customs Hold
SHP300396,MRK-1005,Neuroplex,NJ-Plant-01,Chile,Latin America,2025-09-06,14042,BATCH-41028,False,Delayed
SHP300397,MRK-1007,Pulmocare,Singapore-Plant-03,UK,EMEA,2024-02-26,12943,BATCH-71397,False,Delayed
SHP300398,MRK-1005,Neuroplex,NJ-Plant-01,Mexico,North America,2026-07-18,33741,BATCH-66623,False,Customs Hold
SHP300399,MRK-1001,Cardiozin,NJ-Plant-01,Brazil,Latin America,2025-09-02,11522,BATCH-99063,False,Delivered
SHP300400,MRK-1002,Oncavera,NJ-Plant-01,India,APAC,2024-03-21,6521,BATCH-99227,False,In Transit
SHP300401,MRK-1007,Pulmocare,Singapore-Plant-03,Brazil,Latin America,2024-04-08,22473,BATCH-46133,False,Delayed
SHP300402,MRK-1001,Cardiozin,NJ-Plant-01,India,APAC,2026-03-30,26671,BATCH-34441,False,Delivered
SHP300403,MRK-1002,Oncavera,Singapore-Plant-03,Brazil,Latin America,2024-10-29,30307,BATCH-98111,False,In Transit
SHP300404,MRK-1003,Immunext,Ireland-Plant-02,Canada,North America,2024-08-19,39862,BATCH-98882,True,Delivered
SHP300405,MRK-1008,Dermalyx,Ireland-Plant-02,Argentina,Latin America,2025-01-07,47107,BATCH-48832,False,Customs Hold
SHP300406,MRK-1001,Cardiozin,NJ-Plant-01,UK,EMEA,2024-03-22,29584,BATCH-47915,False,Customs Hold
SHP300407,MRK-1002,Oncavera,Ireland-Plant-02,India,APAC,2025-08-13,18345,BATCH-73690,False,Customs Hold
SHP300408,MRK-1007,Pulmocare,Ireland-Plant-02,South Africa,EMEA,2024-07-03,16765,BATCH-85526,False,Customs Hold
SHP300409,MRK-1001,Cardiozin,Singapore-Plant-03,India,APAC,2024-01-14,9535,BATCH-60379,False,Delivered
SHP300410,MRK-1005,Neuroplex,Singapore-Plant-03,USA,North America,2025-01-17,32361,BATCH-68775,False,Delivered
SHP300411,MRK-1004,Glucostat,Ireland-Plant-02,Chile,Latin America,2025-02-14,3673,BATCH-16793,False,Customs Hold
SHP300412,MRK-1004,Glucostat,Ireland-Plant-02,Canada,North America,2025-02-09,16143,BATCH-11096,False,Delayed
SHP300413,MRK-1001,Cardiozin,Ireland-Plant-02,Germany,EMEA,2025-10-24,42003,BATCH-44862,False,Delivered
SHP300414,MRK-1002,Oncavera,Singapore-Plant-03,USA,North America,2025-08-23,3370,BATCH-25501,False,In Transit
SHP300415,MRK-1001,Cardiozin,NJ-Plant-01,Germany,EMEA,2024-05-26,24409,BATCH-13054,False,Delayed
SHP300416,MRK-1006,Vaxishield,Ireland-Plant-02,UK,EMEA,2026-02-24,30651,BATCH-84504,True,Customs Hold
SHP300417,MRK-1006,Vaxishield,NJ-Plant-01,Germany,EMEA,2025-08-11,43050,BATCH-61435,True,Delivered
SHP300418,MRK-1001,Cardiozin,Ireland-Plant-02,Brazil,Latin America,2024-05-16,30873,BATCH-74618,False,Delayed
SHP300419,MRK-1006,Vaxishield,NJ-Plant-01,Australia,APAC,2025-10-07,39201,BATCH-15746,True,Delayed
SHP300420,MRK-1005,Neuroplex,Singapore-Plant-03,Australia,APAC,2024-12-03,15254,BATCH-21870,False,Delivered
SHP300421,MRK-1001,Cardiozin,Ireland-Plant-02,Mexico,North America,2025-07-15,39509,BATCH-55594,False,Delayed
SHP300422,MRK-1004,Glucostat,Ireland-Plant-02,Australia,APAC,2026-02-19,22138,BATCH-63234,False,In Transit
SHP300423,MRK-1003,Immunext,Singapore-Plant-03,India,APAC,2024-05-06,32830,BATCH-74886,True,Delivered
SHP300424,MRK-1006,Vaxishield,Ireland-Plant-02,Argentina,Latin America,2024-01-13,15883,BATCH-23441,True,Customs Hold
SHP300425,MRK-1003,Immunext,NJ-Plant-01,South Korea,APAC,2024-02-01,29836,BATCH-48840,True,Customs Hold
SHP300426,MRK-1003,Immunext,NJ-Plant-01,Argentina,Latin America,2024-01-17,9090,BATCH-56310,True,Delivered
SHP300427,MRK-1006,Vaxishield,NJ-Plant-01,Japan,APAC,2024-03-13,25040,BATCH-99246,True,Delivered
SHP300428,MRK-1002,Oncavera,Singapore-Plant-03,Brazil,Latin America,2025-11-26,48068,BATCH-21818,False,Customs Hold
SHP300429,MRK-1008,Dermalyx,Ireland-Plant-02,Canada,North America,2025-03-09,4036,BATCH-79017,False,Customs Hold
SHP300430,MRK-1001,Cardiozin,Ireland-Plant-02,India,APAC,2024-07-02,17254,BATCH-19837,False,In Transit
SHP300431,MRK-1004,Glucostat,Ireland-Plant-02,Australia,APAC,2025-03-28,37669,BATCH-17420,False,Customs Hold
SHP300432,MRK-1005,Neuroplex,Ireland-Plant-02,India,APAC,2024-04-09,45065,BATCH-71281,False,Delivered
SHP300433,MRK-1006,Vaxishield,NJ-Plant-01,Brazil,Latin America,2025-08-09,48691,BATCH-94277,True,Customs Hold
SHP300434,MRK-1007,Pulmocare,Ireland-Plant-02,South Korea,APAC,2025-08-17,14577,BATCH-53266,False,Customs Hold
