sales_month,drug_code,drug_name,region,units_sold,revenue_usd
2024-12-01,MRK-1008,Dermalyx,APAC,69998,10602374.27
2024-12-01,MRK-1008,Dermalyx,Latin America,63889,10937925.63
2025-01-01,MRK-1001,Cardiozin,North America,26247,1631631.32
2025-01-01,MRK-1001,Cardiozin,EMEA,68221,7670316.43
2025-01-01,MRK-1001,Cardiozin,APAC,56020,10445866.29
2025-01-01,MRK-1001,Cardiozin,Latin America,46508,603870.46
2025-01-01,MRK-1002,Oncavera,North America,50700,9966102.52
2025-01-01,MRK-1002,Oncavera,EMEA,36072,2250463.32
2025-01-01,MRK-1002,Oncavera,APAC,15453,689503.87
2025-01-01,MRK-1002,Oncavera,Latin America,68463,11799327.53
2025-01-01,MRK-1003,Immunext,North America,55405,11830836.82
2025-01-01,MRK-1003,Immunext,EMEA,42637,4795755.88
2025-01-01,MRK-1003,Immunext,APAC,15617,2183521.81
2025-01-01,MRK-1003,Immunext,Latin America,42031,6868986.7
2025-01-01,MRK-1004,Glucostat,North America,37053,3223679.25
2025-01-01,MRK-1004,Glucostat,EMEA,25996,3282184.03
2025-01-01,MRK-1004,Glucostat,APAC,47530,6962676.47
2025-01-01,MRK-1004,Glucostat,Latin America,13310,1294429.12
2025-01-01,MRK-1005,Neuroplex,North America,57553,7030568.57
2025-01-01,MRK-1005,Neuroplex,EMEA,76295,12298301.54
2025-01-01,MRK-1005,Neuroplex,APAC,25619,3946249.42
2025-01-01,MRK-1005,Neuroplex,Latin America,10599,1961334.94
2025-01-01,MRK-1006,Vaxishield,North America,11543,1211781.13
2025-01-01,MRK-1006,Vaxishield,EMEA,49960,6005138.12
2025-01-01,MRK-1006,Vaxishield,APAC,49058,5814359.43
2025-01-01,MRK-1006,Vaxishield,Latin America,67042,10636222.52
2025-01-01,MRK-1007,Pulmocare,North America,51612,3032598.06
2025-01-01,MRK-1007,Pulmocare,EMEA,56456,8971458.82
2025-01-01,MRK-1007,Pulmocare,APAC,48768,2964718.96
2025-01-01,MRK-1007,Pulmocare,Latin America,53755,2373095.96
2025-01-01,MRK-1008,Dermalyx,North America,44230,5054393.98
2025-01-01,MRK-1008,Dermalyx,EMEA,39690,7619218.92
2025-01-01,MRK-1008,Dermalyx,APAC,25258,3537728.12
2025-01-01,MRK-1008,Dermalyx,Latin America,42705,7604744.9
2025-02-01,MRK-1001,Cardiozin,North America,31504,5699433.13
2025-02-01,MRK-1001,Cardiozin,EMEA,41807,1660247.44
2025-02-01,MRK-1001,Cardiozin,APAC,36627,5597052.48
2025-02-01,MRK-1001,Cardiozin,Latin America,48361,5708768.89
2025-02-01,MRK-1002,Oncavera,North America,43587,9570424.47
2025-02-01,MRK-1002,Oncavera,EMEA,42703,5640985.83
2025-02-01,MRK-1002,Oncavera,APAC,10584,553721.48
2025-02-01,MRK-1002,Oncavera,Latin America,18513,3128652.15
2025-02-01,MRK-1003,Immunext,North America,37204,7991176.09
2025-02-01,MRK-1003,Immunext,EMEA,25814,623054.39
2025-02-01,MRK-1003,Immunext,APAC,58805,5462956.5
2025-02-01,MRK-1003,Immunext,Latin America,32850,2753656.49
2025-02-01,MRK-1004,Glucostat,North America,42909,9015564.06
2025-02-01,MRK-1004,Glucostat,EMEA,9279,1292117.72
2025-02-01,MRK-1004,Glucostat,APAC,12644,2779299.11
2025-02-01,MRK-1004,Glucostat,Latin America,67922,12400087.92
2025-02-01,MRK-1005,Neuroplex,North America,13372,2197657.21
2025-02-01,MRK-1005,Neuroplex,EMEA,14666,1495896.09
2025-02-01,MRK-1005,Neuroplex,APAC,56138,2407477.56
2025-02-01,MRK-1005,Neuroplex,Latin America,65673,7326232.12
2025-02-01,MRK-1006,Vaxishield,North America,31549,5025211.88
2025-02-01,MRK-1006,Vaxishield,EMEA,61474,8830027.08
2025-02-01,MRK-1006,Vaxishield,APAC,11556,287334.68
2025-02-01,MRK-1006,Vaxishield,Latin America,27701,2633911.14
2025-02-01,MRK-1007,Pulmocare,North America,45773,6266308.19
2025-02-01,MRK-1007,Pulmocare,EMEA,18036,2064290.96
2025-02-01,MRK-1007,Pulmocare,APAC,26742,1041329.26
2025-02-01,MRK-1007,Pulmocare,Latin America,36888,5791697.28
2025-02-01,MRK-1008,Dermalyx,North America,61384,7371247.27
2025-02-01,MRK-1008,Dermalyx,EMEA,68855,12754914.48
2025-02-01,MRK-1008,Dermalyx,APAC,51892,7899375.77
2025-02-01,MRK-1008,Dermalyx,Latin America,60558,8029013.1
2025-03-01,MRK-1001,Cardiozin,North America,24453,4412835.41
2025-03-01,MRK-1001,Cardiozin,EMEA,74038,12181961.47
2025-03-01,MRK-1001,Cardiozin,APAC,14585,195969.44
2025-03-01,MRK-1001,Cardiozin,Latin America,35920,1496268.6
2025-03-01,MRK-1002,Oncavera,North America,11135,607059.09
2025-03-01,MRK-1002,Oncavera,EMEA,29934,1588981.89
2025-03-01,MRK-1002,Oncavera,APAC,63570,3363094.89
2025-03-01,MRK-1002,Oncavera,Latin America,51943,6429529.46
2025-03-01,MRK-1003,Immunext,North America,28431,3495364.95
2025-03-01,MRK-1003,Immunext,EMEA,56808,9733315.89
2025-03-01,MRK-1003,Immunext,APAC,32976,4824365.65
2025-03-01,MRK-1003,Immunext,Latin America,65346,13314866.35
2025-03-01,MRK-1004,Glucostat,North America,24832,2570031.01
2025-03-01,MRK-1004,Glucostat,EMEA,66935,9737520.59
2025-03-01,MRK-1004,Glucostat,APAC,60833,9302982.5
2025-03-01,MRK-1004,Glucostat,Latin America,42174,5518227.59
2025-03-01,MRK-1005,Neuroplex,North America,10467,2071191.63
2025-03-01,MRK-1005,Neuroplex,EMEA,41558,3055544.4
2025-03-01,MRK-1005,Neuroplex,APAC,41287,3133268.09
2025-03-01,MRK-1005,Neuroplex,Latin America,67935,2851131.86
2025-03-01,MRK-1006,Vaxishield,North America,59150,9281787.35
2025-03-01,MRK-1006,Vaxishield,EMEA,49797,7026884.74
2025-03-01,MRK-1006,Vaxishield,APAC,28863,527166.08
2025-03-01,MRK-1006,Vaxishield,Latin America,19075,2725468.59
2025-03-01,MRK-1007,Pulmocare,North America,59292,12670829.64
2025-03-01,MRK-1007,Pulmocare,EMEA,49113,5925881.59
2025-03-01,MRK-1007,Pulmocare,APAC,24459,1631889.39
2025-03-01,MRK-1007,Pulmocare,Latin America,57706,12599834.62
2025-03-01,MRK-1008,Dermalyx,North America,49616,987723.45
2025-03-01,MRK-1008,Dermalyx,EMEA,59305,11939111.2
2025-03-01,MRK-1008,Dermalyx,APAC,61889,9394941.41
2025-03-01,MRK-1008,Dermalyx,Latin America,69338,3878434.4
2025-04-01,MRK-1001,Cardiozin,North America,12238,752743.24
2025-04-01,MRK-1001,Cardiozin,EMEA,44303,3979261.46
2025-04-01,MRK-1001,Cardiozin,APAC,65115,6478032.73
2025-04-01,MRK-1001,Cardiozin,Latin America,36908,6426070.37
2025-04-01,MRK-1002,Oncavera,North America,71494,1301871.02
2025-04-01,MRK-1002,Oncavera,EMEA,39273,4032146.07
2025-04-01,MRK-1002,Oncavera,APAC,76277,11217668.47
2025-04-01,MRK-1002,Oncavera,Latin America,61503,10555263.75
2025-04-01,MRK-1003,Immunext,North America,44938,2625099.65
2025-04-01,MRK-1003,Immunext,EMEA,40458,4449348.31
2025-04-01,MRK-1003,Immunext,APAC,61232,8083680.82
2025-04-01,MRK-1003,Immunext,Latin America,29710,1236048.5
2025-04-01,MRK-1004,Glucostat,North America,69241,9697386.54
2025-04-01,MRK-1004,Glucostat,EMEA,10971,659039.81
2025-04-01,MRK-1004,Glucostat,APAC,32812,1394522.0
2025-04-01,MRK-1004,Glucostat,Latin America,23013,1007104.6
2025-04-01,MRK-1005,Neuroplex,North America,52042,8844510.66
2025-04-01,MRK-1005,Neuroplex,EMEA,58847,6113460.1
2025-04-01,MRK-1005,Neuroplex,APAC,58130,12616759.15
2025-04-01,MRK-1005,Neuroplex,Latin America,53204,3484413.9
2025-04-01,MRK-1006,Vaxishield,North America,54547,3933837.87
2025-04-01,MRK-1006,Vaxishield,EMEA,49771,4198492.33
2025-04-01,MRK-1006,Vaxishield,APAC,35386,3477371.37
2025-04-01,MRK-1006,Vaxishield,Latin America,61416,9077714.02
2025-04-01,MRK-1007,Pulmocare,North America,42978,1036080.26
2025-04-01,MRK-1007,Pulmocare,EMEA,12208,282538.0
2025-04-01,MRK-1007,Pulmocare,APAC,18226,278231.51
2025-04-01,MRK-1007,Pulmocare,Latin America,42086,8733814.81
2025-04-01,MRK-1008,Dermalyx,North America,38331,2225537.91
2025-04-01,MRK-1008,Dermalyx,EMEA,24819,2109421.28
2025-04-01,MRK-1008,Dermalyx,APAC,45028,2459278.71
2025-04-01,MRK-1008,Dermalyx,Latin America,26089,1235639.37
2025-05-01,MRK-1001,Cardiozin,North America,35456,7196498.28
2025-05-01,MRK-1001,Cardiozin,EMEA,55110,3112394.14
2025-05-01,MRK-1001,Cardiozin,APAC,51083,7705697.27
2025-05-01,MRK-1001,Cardiozin,Latin America,15129,2007529.7
2025-05-01,MRK-1002,Oncavera,North America,9279,694919.61
2025-05-01,MRK-1002,Oncavera,EMEA,42478,6871218.95
2025-05-01,MRK-1002,Oncavera,APAC,75698,7873496.66
2025-05-01,MRK-1002,Oncavera,Latin America,80812,3562548.5
2025-05-01,MRK-1003,Immunext,North America,67406,7079854.56
2025-05-01,MRK-1003,Immunext,EMEA,61018,8701993.47
2025-05-01,MRK-1003,Immunext,APAC,43788,5207811.56
2025-05-01,MRK-1003,Immunext,Latin America,63375,13144265.54
2025-05-01,MRK-1004,Glucostat,North America,39516,7008224.21
2025-05-01,MRK-1004,Glucostat,EMEA,65336,9901424.0
2025-05-01,MRK-1004,Glucostat,APAC,51825,1664583.65
2025-05-01,MRK-1004,Glucostat,Latin America,70910,11282464.6
2025-05-01,MRK-1005,Neuroplex,North America,64971,13612341.12
2025-05-01,MRK-1005,Neuroplex,EMEA,29297,2484809.11
2025-05-01,MRK-1005,Neuroplex,APAC,29978,4822880.59
2025-05-01,MRK-1005,Neuroplex,Latin America,55372,10285983.14
2025-05-01,MRK-1006,Vaxishield,North America,46481,8222359.47
2025-05-01,MRK-1006,Vaxishield,EMEA,30633,3805503.04
2025-05-01,MRK-1006,Vaxishield,APAC,15757,2628167.72
2025-05-01,MRK-1006,Vaxishield,Latin America,73747,5879187.32
2025-05-01,MRK-1007,Pulmocare,North America,56613,1032555.65
2025-05-01,MRK-1007,Pulmocare,EMEA,43227,3618630.22
2025-05-01,MRK-1007,Pulmocare,APAC,63049,3266414.67
2025-05-01,MRK-1007,Pulmocare,Latin America,35064,5818913.53
2025-05-01,MRK-1008,Dermalyx,North America,57285,6986613.34
2025-05-01,MRK-1008,Dermalyx,EMEA,54751,3349064.49
2025-05-01,MRK-1008,Dermalyx,APAC,29452,5347892.62
2025-05-01,MRK-1008,Dermalyx,Latin America,56747,10352781.95
2025-06-01,MRK-1001,Cardiozin,North America,61753,3493919.46
2025-06-01,MRK-1001,Cardiozin,EMEA,20054,3356168.07
2025-06-01,MRK-1001,Cardiozin,APAC,26086,557624.58
2025-06-01,MRK-1001,Cardiozin,Latin America,70658,9543922.59
2025-06-01,MRK-1002,Oncavera,North America,35196,3301472.9
2025-06-01,MRK-1002,Oncavera,EMEA,65390,3034299.27
2025-06-01,MRK-1002,Oncavera,APAC,39444,6827832.22
2025-06-01,MRK-1002,Oncavera,Latin America,28532,3478195.12
2025-06-01,MRK-1003,Immunext,North America,25553,5604364.58
2025-06-01,MRK-1003,Immunext,EMEA,16884,2611854.92
2025-06-01,MRK-1003,Immunext,APAC,28704,3355957.19
2025-06-01,MRK-1003,Immunext,Latin America,46466,5833691.99
2025-06-01,MRK-1004,Glucostat,North America,32814,3257720.38
2025-06-01,MRK-1004,Glucostat,EMEA,42792,519661.27
2025-06-01,MRK-1004,Glucostat,APAC,14116,791667.8
2025-06-01,MRK-1004,Glucostat,Latin America,45461,3157292.37
2025-06-01,MRK-1005,Neuroplex,North America,57374,2150683.91
2025-06-01,MRK-1005,Neuroplex,EMEA,18186,1829767.71
2025-06-01,MRK-1005,Neuroplex,APAC,17912,3242033.54
2025-06-01,MRK-1005,Neuroplex,Latin America,62912,3865934.06
2025-06-01,MRK-1006,Vaxishield,North America,68218,6566157.79
2025-06-01,MRK-1006,Vaxishield,EMEA,37131,4703005.8
2025-06-01,MRK-1006,Vaxishield,APAC,50517,8076610.72
2025-06-01,MRK-1006,Vaxishield,Latin America,67055,8657472.86
2025-06-01,MRK-1007,Pulmocare,North America,14242,2504717.91
2025-06-01,MRK-1007,Pulmocare,EMEA,34093,4104654.99
2025-06-01,MRK-1007,Pulmocare,APAC,25808,2310947.06
2025-06-01,MRK-1007,Pulmocare,Latin America,49359,7929372.63
2025-06-01,MRK-1008,Dermalyx,North America,10750,353532.82
2025-06-01,MRK-1008,Dermalyx,EMEA,33227,2580273.01
2025-06-01,MRK-1008,Dermalyx,APAC,10457,489480.22
2025-06-01,MRK-1008,Dermalyx,Latin America,47781,2491719.81
2025-07-01,MRK-1001,Cardiozin,North America,19445,4243594.66
2025-07-01,MRK-1001,Cardiozin,EMEA,18032,907852.89
2025-07-01,MRK-1001,Cardiozin,APAC,37869,7198114.13
2025-07-01,MRK-1001,Cardiozin,Latin America,49470,1546909.94
2025-07-01,MRK-1002,Oncavera,North America,14436,1328566.99
2025-07-01,MRK-1002,Oncavera,EMEA,20279,2764623.56
2025-07-01,MRK-1002,Oncavera,APAC,78163,10341501.54
2025-07-01,MRK-1002,Oncavera,Latin America,40245,5718743.71
2025-07-01,MRK-1003,Immunext,North America,14323,2784880.11
2025-07-01,MRK-1003,Immunext,EMEA,56258,1785453.86
2025-07-01,MRK-1003,Immunext,APAC,66350,3868412.89
2025-07-01,MRK-1003,Immunext,Latin America,51099,6270306.99
2025-07-01,MRK-1004,Glucostat,North America,41172,7301866.62
2025-07-01,MRK-1004,Glucostat,EMEA,51202,697353.78
2025-07-01,MRK-1004,Glucostat,APAC,31359,4357223.24
2025-07-01,MRK-1004,Glucostat,Latin America,24730,3934150.95
2025-07-01,MRK-1005,Neuroplex,North America,62069,12456741.21
2025-07-01,MRK-1005,Neuroplex,EMEA,46999,732841.23
2025-07-01,MRK-1005,Neuroplex,APAC,78661,2603202.65
2025-07-01,MRK-1005,Neuroplex,Latin America,22844,4849107.24
2025-07-01,MRK-1006,Vaxishield,North America,20397,559672.49
2025-07-01,MRK-1006,Vaxishield,EMEA,53819,4597595.24
2025-07-01,MRK-1006,Vaxishield,APAC,15850,2044773.94
2025-07-01,MRK-1006,Vaxishield,Latin America,85850,15465077.27
2025-07-01,MRK-1007,Pulmocare,North America,12743,2654152.97
2025-07-01,MRK-1007,Pulmocare,EMEA,55882,10815328.35
2025-07-01,MRK-1007,Pulmocare,APAC,43869,5052548.67
2025-07-01,MRK-1007,Pulmocare,Latin America,40196,3704231.3
2025-07-01,MRK-1008,Dermalyx,North America,34045,4238856.8
2025-07-01,MRK-1008,Dermalyx,EMEA,18714,490400.41
2025-07-01,MRK-1008,Dermalyx,APAC,28957,5799044.82
2025-07-01,MRK-1008,Dermalyx,Latin America,79512,3125784.32
2025-08-01,MRK-1001,Cardiozin,North America,26153,5301338.8
2025-08-01,MRK-1001,Cardiozin,EMEA,70930,15555042.12
2025-08-01,MRK-1001,Cardiozin,APAC,16255,1646629.16
2025-08-01,MRK-1001,Cardiozin,Latin America,18576,872102.58
2025-08-01,MRK-1002,Oncavera,North America,42406,932838.18
2025-08-01,MRK-1002,Oncavera,EMEA,59918,1739342.14
2025-08-01,MRK-1002,Oncavera,APAC,65328,2574316.04
2025-08-01,MRK-1002,Oncavera,Latin America,69711,12145190.86
2025-08-01,MRK-1003,Immunext,North America,70890,13291967.35
2025-08-01,MRK-1003,Immunext,EMEA,31000,754284.44
2025-08-01,MRK-1003,Immunext,APAC,57841,11218948.0
2025-08-01,MRK-1003,Immunext,Latin America,53536,7110025.42
2025-08-01,MRK-1004,Glucostat,North America,17669,1789370.3
2025-08-01,MRK-1004,Glucostat,EMEA,18360,3239957.46
2025-08-01,MRK-1004,Glucostat,APAC,43841,5997748.8
2025-08-01,MRK-1004,Glucostat,Latin America,71190,8330526.55
2025-08-01,MRK-1005,Neuroplex,North America,20304,3815735.59
2025-08-01,MRK-1005,Neuroplex,EMEA,79628,7363666.27
2025-08-01,MRK-1005,Neuroplex,APAC,67540,6493887.27
2025-08-01,MRK-1005,Neuroplex,Latin America,35997,3122254.59
2025-08-01,MRK-1006,Vaxishield,North America,17407,444596.64
2025-08-01,MRK-1006,Vaxishield,EMEA,31585,5586191.21
2025-08-01,MRK-1006,Vaxishield,APAC,18016,1733665.77
2025-08-01,MRK-1006,Vaxishield,Latin America,18167,3775399.56
2025-08-01,MRK-1007,Pulmocare,North America,86070,1271464.84
2025-08-01,MRK-1007,Pulmocare,EMEA,42410,7917338.01
2025-08-01,MRK-1007,Pulmocare,APAC,79287,2194534.02
2025-08-01,MRK-1007,Pulmocare,Latin America,20048,1310820.6
2025-08-01,MRK-1008,Dermalyx,North America,63619,11889264.27
2025-08-01,MRK-1008,Dermalyx,EMEA,55305,4410138.1
2025-08-01,MRK-1008,Dermalyx,APAC,38341,698040.85
2025-08-01,MRK-1008,Dermalyx,Latin America,59876,9188675.09
2025-09-01,MRK-1001,Cardiozin,North America,44299,8166784.21
2025-09-01,MRK-1001,Cardiozin,EMEA,15541,1524664.55
2025-09-01,MRK-1001,Cardiozin,APAC,45419,3022786.53
2025-09-01,MRK-1001,Cardiozin,Latin America,61255,7838213.42
2025-09-01,MRK-1002,Oncavera,North America,70728,8886793.84
2025-09-01,MRK-1002,Oncavera,EMEA,67299,9960463.18
2025-09-01,MRK-1002,Oncavera,APAC,23175,3210776.42
2025-09-01,MRK-1002,Oncavera,Latin America,35126,1466848.97
2025-09-01,MRK-1003,Immunext,North America,12620,913612.57
2025-09-01,MRK-1003,Immunext,EMEA,65277,6799057.78
2025-09-01,MRK-1003,Immunext,APAC,37863,7132562.87
2025-09-01,MRK-1003,Immunext,Latin America,69550,8554652.53
2025-09-01,MRK-1004,Glucostat,North America,76114,7096196.35
2025-09-01,MRK-1004,Glucostat,EMEA,55823,10033391.5
2025-09-01,MRK-1004,Glucostat,APAC,17456,1628211.75
2025-09-01,MRK-1004,Glucostat,Latin America,39821,4580879.02
2025-09-01,MRK-1005,Neuroplex,North America,66834,6374471.76
2025-09-01,MRK-1005,Neuroplex,EMEA,36323,5515196.49
2025-09-01,MRK-1005,Neuroplex,APAC,54417,4276909.93
2025-09-01,MRK-1005,Neuroplex,Latin America,25420,5413089.86
2025-09-01,MRK-1006,Vaxishield,North America,51174,1992268.26
2025-09-01,MRK-1006,Vaxishield,EMEA,49145,1456603.22
2025-09-01,MRK-1006,Vaxishield,APAC,48387,1960542.21
2025-09-01,MRK-1006,Vaxishield,Latin America,48992,5024636.16
2025-09-01,MRK-1007,Pulmocare,North America,41033,5585696.55
2025-09-01,MRK-1007,Pulmocare,EMEA,40910,7946149.18
2025-09-01,MRK-1007,Pulmocare,APAC,68347,15006797.22
2025-09-01,MRK-1007,Pulmocare,Latin America,56193,8277066.93
2025-09-01,MRK-1008,Dermalyx,North America,38491,3492042.64
2025-09-01,MRK-1008,Dermalyx,EMEA,84373,9630575.34
2025-09-01,MRK-1008,Dermalyx,APAC,15533,697315.41
2025-09-01,MRK-1008,Dermalyx,Latin America,61139,12838203.62
2025-10-01,MRK-1001,Cardiozin,North America,68805,14247093.9
2025-10-01,MRK-1001,Cardiozin,EMEA,33685,1660561.96
2025-10-01,MRK-1001,Cardiozin,APAC,22404,1860580.22
2025-10-01,MRK-1001,Cardiozin,Latin America,15045,182691.94
2025-10-01,MRK-1002,Oncavera,North America,54862,10217423.66
2025-10-01,MRK-1002,Oncavera,EMEA,43459,8463317.71
2025-10-01,MRK-1002,Oncavera,APAC,20399,1780604.88
2025-10-01,MRK-1002,Oncavera,Latin America,45864,7921843.25
2025-10-01,MRK-1003,Immunext,North America,36962,7425816.43
2025-10-01,MRK-1003,Immunext,EMEA,45551,2434125.4
2025-10-01,MRK-1003,Immunext,APAC,66292,2436736.19
2025-10-01,MRK-1003,Immunext,Latin America,44897,694328.53
2025-10-01,MRK-1004,Glucostat,North America,69344,4148615.17
2025-10-01,MRK-1004,Glucostat,EMEA,34375,1480874.53
2025-10-01,MRK-1004,Glucostat,APAC,80014,3016891.65
2025-10-01,MRK-1004,Glucostat,Latin America,24950,5080873.27
2025-10-01,MRK-1005,Neuroplex,North America,35005,6893675.62
2025-10-01,MRK-1005,Neuroplex,EMEA,19076,3374710.74
2025-10-01,MRK-1005,Neuroplex,APAC,68861,10002779.81
2025-10-01,MRK-1005,Neuroplex,Latin America,12010,2161183.56
2025-10-01,MRK-1006,Vaxishield,North America,82981,9375137.27
2025-10-01,MRK-1006,Vaxishield,EMEA,67346,13512451.31
2025-10-01,MRK-1006,Vaxishield,APAC,79986,14982074.08
2025-10-01,MRK-1006,Vaxishield,Latin America,53747,7260257.73
2025-10-01,MRK-1007,Pulmocare,North America,73931,14325249.9
2025-10-01,MRK-1007,Pulmocare,EMEA,21022,674955.98
2025-10-01,MRK-1007,Pulmocare,APAC,51945,2214553.83
2025-10-01,MRK-1007,Pulmocare,Latin America,48492,6862754.38
2025-10-01,MRK-1008,Dermalyx,North America,73702,14699854.44
2025-10-01,MRK-1008,Dermalyx,EMEA,56442,1957535.57
2025-10-01,MRK-1008,Dermalyx,APAC,12661,2269304.98
2025-10-01,MRK-1008,Dermalyx,Latin America,25017,4783130.23
2025-11-01,MRK-1001,Cardiozin,North America,43716,3650773.71
2025-11-01,MRK-1001,Cardiozin,EMEA,81106,11374534.73
2025-11-01,MRK-1001,Cardiozin,APAC,33944,5203302.9
2025-11-01,MRK-1001,Cardiozin,Latin America,52339,5545053.86
2025-11-01,MRK-1002,Oncavera,North America,40185,7727699.67
2025-11-01,MRK-1002,Oncavera,EMEA,79513,12568815.87
2025-11-01,MRK-1002,Oncavera,APAC,60122,2518562.62
2025-11-01,MRK-1002,Oncavera,Latin America,60707,11132736.23
2025-11-01,MRK-1003,Immunext,North America,35513,2608392.59
2025-11-01,MRK-1003,Immunext,EMEA,63236,4993202.58
2025-11-01,MRK-1003,Immunext,APAC,16488,3281104.66
2025-11-01,MRK-1003,Immunext,Latin America,83866,10724493.03
2025-11-01,MRK-1004,Glucostat,North America,12237,989639.11
2025-11-01,MRK-1004,Glucostat,EMEA,39263,3218512.36
2025-11-01,MRK-1004,Glucostat,APAC,72332,8800750.97
2025-11-01,MRK-1004,Glucostat,Latin America,54623,2460125.38
2025-11-01,MRK-1005,Neuroplex,North America,59212,5596463.78
2025-11-01,MRK-1005,Neuroplex,EMEA,45038,7178471.32
2025-11-01,MRK-1005,Neuroplex,APAC,61325,7700227.47
2025-11-01,MRK-1005,Neuroplex,Latin America,40561,6449523.63
2025-11-01,MRK-1006,Vaxishield,North America,57284,1629061.26
2025-11-01,MRK-1006,Vaxishield,EMEA,17098,2430650.04
2025-11-01,MRK-1006,Vaxishield,APAC,16820,2594905.29
2025-11-01,MRK-1006,Vaxishield,Latin America,84336,16998055.41
2025-11-01,MRK-1007,Pulmocare,North America,67699,3481969.27
2025-11-01,MRK-1007,Pulmocare,EMEA,76883,12266249.59
2025-11-01,MRK-1007,Pulmocare,APAC,19308,2868912.69
2025-11-01,MRK-1007,Pulmocare,Latin America,32943,5273167.82
2025-11-01,MRK-1008,Dermalyx,North America,39342,6939664.05
2025-11-01,MRK-1008,Dermalyx,EMEA,10720,1545809.33
2025-11-01,MRK-1008,Dermalyx,APAC,41437,1200714.27
2025-11-01,MRK-1008,Dermalyx,Latin America,49330,2052424.8
2025-12-01,MRK-1001,Cardiozin,North America,63534,5809920.87
2025-12-01,MRK-1001,Cardiozin,EMEA,63513,6857057.16
2025-12-01,MRK-1001,Cardiozin,APAC,24734,1395368.04
2025-12-01,MRK-1001,Cardiozin,Latin America,61383,11591713.03
2025-12-01,MRK-1002,Oncavera,North America,17467,2692943.83
2025-12-01,MRK-1002,Oncavera,EMEA,27202,4958572.83
2025-12-01,MRK-1002,Oncavera,APAC,82317,10929286.47
2025-12-01,MRK-1002,Oncavera,Latin America,59592,6071489.02
2025-12-01,MRK-1003,Immunext,North America,12658,394737.91
2025-12-01,MRK-1003,Immunext,EMEA,75861,4161168.57
2025-12-01,MRK-1003,Immunext,APAC,29438,2156466.12
2025-12-01,MRK-1003,Immunext,Latin America,51757,4542902.76
2025-12-01,MRK-1004,Glucostat,North America,71129,6119692.23
2025-12-01,MRK-1004,Glucostat,EMEA,44183,6291436.95
2025-12-01,MRK-1004,Glucostat,APAC,56138,6588938.01
2025-12-01,MRK-1004,Glucostat,Latin America,53541,6341447.34
2025-12-01,MRK-1005,Neuroplex,North America,58602,12843381.61
2025-12-01,MRK-1005,Neuroplex,EMEA,22456,809438.94
2025-12-01,MRK-1005,Neuroplex,APAC,22877,2649644.86
2025-12-01,MRK-1005,Neuroplex,Latin America,43550,4482071.39
2025-12-01,MRK-1006,Vaxishield,North America,58265,2245138.3
2025-12-01,MRK-1006,Vaxishield,EMEA,64257,12365422.6
2025-12-01,MRK-1006,Vaxishield,APAC,30709,1737894.54
2025-12-01,MRK-1006,Vaxishield,Latin America,22497,1342064.14
2025-12-01,MRK-1007,Pulmocare,North America,32337,4132783.26
2025-12-01,MRK-1007,Pulmocare,EMEA,51465,765091.84
2025-12-01,MRK-1007,Pulmocare,APAC,64672,2358791.76
2025-12-01,MRK-1007,Pulmocare,Latin America,65939,12831800.15
2025-12-01,MRK-1008,Dermalyx,North America,42448,5414654.78
2025-12-01,MRK-1008,Dermalyx,EMEA,45488,7387063.48
2025-12-01,MRK-1008,Dermalyx,APAC,10425,1120487.96
2025-12-01,MRK-1008,Dermalyx,Latin America,37759,3682071.23
2026-01-01,MRK-1001,Cardiozin,North America,84313,7206777.32
2026-01-01,MRK-1001,Cardiozin,EMEA,56245,11987590.21
2026-01-01,MRK-1001,Cardiozin,APAC,67044,2746387.56
2026-01-01,MRK-1001,Cardiozin,Latin America,61643,11670251.62
2026-01-01,MRK-1002,Oncavera,North America,22272,3915156.66
2026-01-01,MRK-1002,Oncavera,EMEA,21561,801030.53
2026-01-01,MRK-1002,Oncavera,APAC,30491,5811987.55
2026-01-01,MRK-1002,Oncavera,Latin America,54736,2535747.67
2026-01-01,MRK-1003,Immunext,North America,32352,5519638.55
2026-01-01,MRK-1003,Immunext,EMEA,28311,4510777.55
2026-01-01,MRK-1003,Immunext,APAC,24887,1321319.63
2026-01-01,MRK-1003,Immunext,Latin America,29828,4836905.13
2026-01-01,MRK-1004,Glucostat,North America,56284,12362578.15
2026-01-01,MRK-1004,Glucostat,EMEA,23405,3504888.26
2026-01-01,MRK-1004,Glucostat,APAC,37446,3571765.36
2026-01-01,MRK-1004,Glucostat,Latin America,14611,2872353.36
2026-01-01,MRK-1005,Neuroplex,North America,29713,940599.24
2026-01-01,MRK-1005,Neuroplex,EMEA,58579,11841295.88
2026-01-01,MRK-1005,Neuroplex,APAC,34944,4206510.97
2026-01-01,MRK-1005,Neuroplex,Latin America,62045,12079078.32
2026-01-01,MRK-1006,Vaxishield,North America,19816,4221799.37
2026-01-01,MRK-1006,Vaxishield,EMEA,48218,4103771.53
2026-01-01,MRK-1006,Vaxishield,APAC,28503,1416987.98
2026-01-01,MRK-1006,Vaxishield,Latin America,36386,6108015.49
2026-01-01,MRK-1007,Pulmocare,North America,66063,2006758.4
2026-01-01,MRK-1007,Pulmocare,EMEA,12600,955601.41
2026-01-01,MRK-1007,Pulmocare,APAC,30648,5399294.82
2026-01-01,MRK-1007,Pulmocare,Latin America,49993,1586191.6
2026-01-01,MRK-1008,Dermalyx,North America,74390,6123377.05
